Tanggal;Unit;Blok;Jenis Pupuk; Jumlah (Kg) ;HK;Metode;Latitude;Longitude
21.02.2026;SBLE;SBLE1D-26;PUPUK HGFB;290;4;TM Tabur pupuk kelapa sawit;0.649;111.735
21.02.2026;SBLE;SBLE1D-28;PUPUK COPPER SULFATE CUSO4;210;4;TM Tabur pupuk kelapa sawit;0.649;111.735
21.02.2026;SBLE;SBLE1D-28;PUPUK HGFB;310;4;TM Tabur pupuk kelapa sawit;0.651;111.735
21.02.2026;SBLE;SBLE1Z-37;PUPUK TRIPLE SUPERPHOSPHATE / TSP;2500;0;TM Pemupukan Mekanis;0.651;111.736
21.02.2026;SBLE;SBLE1Z-37;PUPUK TRIPLE SUPERPHOSPHATE / TSP;2500;0;TM Pemupukan Mekanis;0.651;111.736
22.02.2026;SBLE;SBLE1D-29;PUPUK COPPER SULFATE CUSO4;200;8;TM Tabur pupuk kelapa sawit;0.652;111.736
22.02.2026;SBLE;SBLE1D-29;PUPUK HGFB;275;8;TM Tabur pupuk kelapa sawit;0.652;111.736
22.02.2026;SBLE;SBLE2E-33;PUPUK COPPER SULFATE CUSO4;289,2;6;TM Tabur pupuk kelapa sawit;0.654;111.734
22.02.2026;SBLE;SBLE2E-33;PUPUK HGFB;191,36;6;TM Tabur pupuk kelapa sawit;0.652;111.735
23.02.2026;SBLE;SBLE1D-30;PUPUK COPPER SULFATE CUSO4;150;6;TM Tabur pupuk kelapa sawit;0.652;111.735
23.02.2026;SBLE;SBLE1D-30;PUPUK HGFB;250;6;TM Tabur pupuk kelapa sawit;0.653;111.735
23.02.2026;SBLE;SBLE3;UREA GRANULAR;0,2;0;TBM Tabur pupuk kelapa sawit;0.653;111.735
24.02.2026;SBLE;SBLE1Z-31;PUPUK COPPER SULFATE CUSO4;375;8;TM Tabur pupuk kelapa sawit;0.653;111.735
24.02.2026;SBLE;SBLE1Z-31;PUPUK HGFB;275;8;TM Tabur pupuk kelapa sawit;0.654;111.735
24.02.2026;SBLE;SBLE2E-22;PUPUK COPPER SULFATE CUSO4;150;10;TM Tabur pupuk kelapa sawit;0.655;111.737
24.02.2026;SBLE;SBLE2E-22;PUPUK HGFB;225;10;TM Tabur pupuk kelapa sawit;0.655;111.737
25.02.2026;SBLE;SBLE1C-25;PUPUK COPPER SULFATE CUSO4;150;6;TM Tabur pupuk kelapa sawit;0.655;111.737
25.02.2026;SBLE;SBLE1C-25;PUPUK HGFB;225;6;TM Tabur pupuk kelapa sawit;0.654;111.737
25.02.2026;SBLE;SBLE1C-26;PUPUK COPPER SULFATE CUSO4;100;6;TM Tabur pupuk kelapa sawit;0.654;111.734
25.02.2026;SBLE;SBLE1C-26;PUPUK HGFB;150;6;TM Tabur pupuk kelapa sawit;0.654;111.737
25.02.2026;SBLE;SBLE2F-29;PUPUK COPPER SULFATE CUSO4;50;9;TM Tabur pupuk kelapa sawit;0.654;111.737
25.02.2026;SBLE;SBLE2F-29;PUPUK HGFB;100;9;TM Tabur pupuk kelapa sawit;0.655;111.735
25.02.2026;SBLE;SBLE2E-33;PUPUK TRIPLE SUPERPHOSPHATE / TSP;1184;5;TM Tabur pupuk kelapa sawit;0.655;111.735
25.02.2026;SBLE;SBLE3;PUPUK TRIPLE SUPERPHOSPHATE / TSP;165;1;TBM Tabur pupuk kelapa sawit;0.655;111.735
25.02.2026;SBLE;SBLE3;PUPUK COPPER SULFATE CUSO4;10,5;1;TBM Tabur pupuk kelapa sawit;0.654;111.735
26.02.2026;SBLE;SBLE1C-28;PUPUK COPPER SULFATE CUSO4;125;6;TM Tabur pupuk kelapa sawit;0.654;111.735
26.02.2026;SBLE;SBLE1C-28;PUPUK HGFB;175;6;TM Tabur pupuk kelapa sawit;0.651;111.735
26.02.2026;SBLE;SBLE1C-27;PUPUK HGFB;200;4;TM Tabur pupuk kelapa sawit;0.650;111.735
26.02.2026;SBLE;SBLE3;PUPUK TRIPLE SUPERPHOSPHATE / TSP;206,1;3;TBM Tabur pupuk kelapa sawit;0.650;111.735
26.02.2026;SBLE;SBLE3;PUPUK COPPER SULFATE CUSO4;16,51;3;TBM Tabur pupuk kelapa sawit;0.653;111.734
27.02.2026;SBLE;SBLE1C-29;PUPUK COPPER SULFATE CUSO4;125;10;TM Tabur pupuk kelapa sawit;0.650;111.735
27.02.2026;SBLE;SBLE1C-29;PUPUK HGFB;200;10;TM Tabur pupuk kelapa sawit;0.650;111.735
28.02.2026;SBLE;SBLE1C-30;PUPUK COPPER SULFATE CUSO4;125;11;TM Tabur pupuk kelapa sawit;0.649;111.735
28.02.2026;SBLE;SBLE1C-30;PUPUK HGFB;200;11;TM Tabur pupuk kelapa sawit;0.649;111.735
28.02.2026;SBLE;SBLE3;PUPUK ROCK PHOSPHATE/RP;2;1;TBM Tabur pupuk mucuna bracteata;0.649;111.735
03.02.2026;SKNE;SKNE19;PUPUK NPK COMPOUND 15.15.6.4;14,4;2;BP Tabur Pupuk Butiran;0.649;111.735
03.02.2026;SKNE;SKNE4Q-07;PUPUK KIESERITE GRANULAR;10;1;TM Tabur pupuk kelapa sawit;0.649;111.735
04.02.2026;SKNE;SKNE19;PUPUK NPK COMPOUND 15.15.6.4;10,5;3;BP Tabur Pupuk Butiran;0.649;111.735
09.02.2026;SKNE;SKNE4R-08;PUPUK HGFB;75;1;TM Tabur pupuk kelapa sawit;0.648;111.735
10.02.2026;SKNE;SKNE4R-10;PUPUK NPK COMPOUND 15.15.6.4;400;1;TM Tabur pupuk kelapa sawit;0.648;111.735
11.02.2026;SKNE;SKNE4R-08;PUPUK MURIATE OF POTASH/MOP/KCL;204;2;TM Tabur pupuk kelapa sawit;0.653;111.734
11.02.2026;SKNE;SKNE4R-08;PUPUK ROCK PHOSPHATE/RP;136;2;TM Tabur pupuk kelapa sawit;0.648;111.735
11.02.2026;SKNE;SKNE4R-08;PUPUK KIESERITE GRANULAR;136;2;TM Tabur pupuk kelapa sawit;0.648;111.735
11.02.2026;SKNE;SKNE4R-08;UREA GRANULAR;204;2;TM Tabur pupuk kelapa sawit;0.648;111.735
12.02.2026;SKNE;SKNE19;UREA GRANULAR;45;1;BM Pupuk butiran;0.648;111.735
12.02.2026;SKNE;SKNE1O-26;PUPUK MURIATE OF POTASH/MOP/KCL;787;5;TM Tabur pupuk kelapa sawit;0.647;111.735
12.02.2026;SKNE;SKNE1O-26;PUPUK TRIPLE SUPERPHOSPHATE / TSP;337;5;TM Tabur pupuk kelapa sawit;0.647;111.735
12.02.2026;SKNE;SKNE1O-26;UREA GRANULAR;450;5;TM Tabur pupuk kelapa sawit;0.647;111.735
12.02.2026;SKNE;SKNE4Q-07;PUPUK MURIATE OF POTASH/MOP/KCL;342;2;TM Tabur pupuk kelapa sawit;0.647;111.735
12.02.2026;SKNE;SKNE4Q-07;PUPUK ROCK PHOSPHATE/RP;228;2;TM Tabur pupuk kelapa sawit;0.647;111.735
12.02.2026;SKNE;SKNE4Q-07;PUPUK KIESERITE GRANULAR;228;2;TM Tabur pupuk kelapa sawit;0.647;111.735
12.02.2026;SKNE;SKNE4Q-07;UREA GRANULAR;342;2;TM Tabur pupuk kelapa sawit;0.653;111.734
18.02.2026;SKNE;SKNE19;PUPUK NPK COMPOUND 15.15.6.4;110;2;BM Pupuk butiran;0.647;111.735
18.02.2026;SKNE;SKNE1O-26;PUPUK MURIATE OF POTASH/MOP/KCL;500;3;TM Tabur pupuk kelapa sawit;0.646;111.735
18.02.2026;SKNE;SKNE1O-26;PUPUK TRIPLE SUPERPHOSPHATE / TSP;225;3;TM Tabur pupuk kelapa sawit;0.646;111.735
18.02.2026;SKNE;SKNE1O-26;UREA GRANULAR;300;3;TM Tabur pupuk kelapa sawit;0.684;111.738
18.02.2026;SKNE;SKNE4R-08;PUPUK MURIATE OF POTASH/MOP/KCL;600;5;TM Tabur pupuk kelapa sawit;0.682;111.738
18.02.2026;SKNE;SKNE4R-08;PUPUK ROCK PHOSPHATE/RP;400;5;TM Tabur pupuk kelapa sawit;0.683;111.745
18.02.2026;SKNE;SKNE4R-08;PUPUK KIESERITE GRANULAR;400;5;TM Tabur pupuk kelapa sawit;0.683;111.745
18.02.2026;SKNE;SKNE4R-08;UREA GRANULAR;600;5;TM Tabur pupuk kelapa sawit;0.683;111.745
19.02.2026;SKNE;SKNE19;PUPUK NPK COMPOUND 15.15.6.4;90;1;BM Pupuk butiran;0.684;111.745
22.02.2026;SKNE;SKNE19;PUPUK AGROBLEND;75;3;BP Tabur Pupuk Butiran;0.684;111.745
22.02.2026;SKNE;SKNE19;PUPUK NPK COMPOUND 15.15.6.4;26,8;2;BP Tabur Pupuk Butiran;0.684;111.745
23.02.2026;SKNE;SKNE4R-08;PUPUK MURIATE OF POTASH/MOP/KCL;480;4;TM Tabur pupuk kelapa sawit;0.684;111.745
23.02.2026;SKNE;SKNE4R-08;PUPUK ROCK PHOSPHATE/RP;320;4;TM Tabur pupuk kelapa sawit;0.684;111.745
23.02.2026;SKNE;SKNE4R-08;PUPUK KIESERITE GRANULAR;320;4;TM Tabur pupuk kelapa sawit;0.685;111.745
23.02.2026;SKNE;SKNE4R-08;UREA GRANULAR;480;4;TM Tabur pupuk kelapa sawit;0.685;111.745
23.02.2026;SKNE;SKNE1O-26;PUPUK MURIATE OF POTASH/MOP/KCL;1650;1,09;TM Pemupukan Mekanis;0.682;111.738
23.02.2026;SKNE;SKNE1N-27;PUPUK KIESERITE GRANULAR;219;0,6;TM Tabur pupuk kelapa sawit;0.685;111.744
23.02.2026;SKNE;SKNE1N-28;PUPUK KIESERITE GRANULAR;383;1,08;TM Tabur pupuk kelapa sawit;0.682;111.739
23.02.2026;SKNE;SKNE1N-29;PUPUK KIESERITE GRANULAR;11;0,32;TM Tabur pupuk kelapa sawit;0.682;111.739
23.02.2026;SKNE;SKNE19;PUPUK NPK COMPOUND 15.15.6.4;105;1;BM Pupuk butiran;0.682;111.739
23.02.2026;SKNE;SKNE19;PUPUK AGROBLEND;20;1;BP Tabur Pupuk Butiran;0.682;111.739
24.02.2026;SKNE;SKNE1O-26;PUPUK MURIATE OF POTASH/MOP/KCL;2150;0,57;TM Pemupukan Mekanis;0.682;111.739
24.02.2026;SKNE;SKNE1P-27;PUPUK MURIATE OF POTASH/MOP/KCL;900;0,24;TM Pemupukan Mekanis;0.682;111.738
24.02.2026;SKNE;SKNE1P-28;PUPUK MURIATE OF POTASH/MOP/KCL;950;0,22;TM Pemupukan Mekanis;0.682;111.738
24.02.2026;SKNE;SKNE1P-29;PUPUK MURIATE OF POTASH/MOP/KCL;700;0,13;TM Pemupukan Mekanis;0.684;111.739
25.02.2026;SKNE;SKNE1O-27;PUPUK MURIATE OF POTASH/MOP/KCL;1500;0,27;TM Pemupukan Mekanis;0.681;111.738
25.02.2026;SKNE;SKNE1O-28;PUPUK MURIATE OF POTASH/MOP/KCL;6000;1,06;TM Pemupukan Mekanis;0.682;111.739
25.02.2026;SKNE;SKNE1O-29;PUPUK MURIATE OF POTASH/MOP/KCL;2700;0,68;TM Pemupukan Mekanis;0.682;111.739
25.02.2026;SKNE;SKNE4R-08;PUPUK MURIATE OF POTASH/MOP/KCL;600;5;TM Tabur pupuk kelapa sawit;0.682;111.739
25.02.2026;SKNE;SKNE4R-08;PUPUK ROCK PHOSPHATE/RP;400;5;TM Tabur pupuk kelapa sawit;0.682;111.739
25.02.2026;SKNE;SKNE4R-08;PUPUK KIESERITE GRANULAR;400;5;TM Tabur pupuk kelapa sawit;0.682;111.739
25.02.2026;SKNE;SKNE4R-08;UREA GRANULAR;600;5;TM Tabur pupuk kelapa sawit;0.681;111.739
25.02.2026;SKNE;SKNE19;PUPUK NPK COMPOUND 15.15.6.4;70;1;BM Pupuk butiran;0.681;111.739
25.02.2026;SKNE;SKNE19;UREA GRANULAR;50;2;BM Pupuk butiran;0.681;111.739
25.02.2026;SKNE;SKNE19;PUPUK NPK COMPOUND 15.15.6.4;14;1;BP Tabur Pupuk Butiran;0.681;111.739
26.02.2026;SKNE;SKNE1N-29;PUPUK MURIATE OF POTASH/MOP/KCL;200;0,09;TM Pemupukan Mekanis;0.683;111.739
26.02.2026;SKNE;SKNE1N-28;PUPUK MURIATE OF POTASH/MOP/KCL;1400;0,38;TM Pemupukan Mekanis;0.683;111.739
26.02.2026;SKNE;SKNE1N-27;PUPUK MURIATE OF POTASH/MOP/KCL;1500;0,41;TM Pemupukan Mekanis;0.683;111.739
26.02.2026;SKNE;SKNE1N-26;PUPUK MURIATE OF POTASH/MOP/KCL;500;0,13;TM Pemupukan Mekanis;0.683;111.739
26.02.2026;SKNE;SKNE1O-31;PUPUK KIESERITE GRANULAR;202;1;TM Tabur pupuk kelapa sawit;0.682;111.739
26.02.2026;SKNE;SKNE1O-30;PUPUK KIESERITE GRANULAR;410;1;TM Tabur pupuk kelapa sawit;0.682;111.739
26.02.2026;SKNE;SKNE1O-28;PUPUK MURIATE OF POTASH/MOP/KCL;300;0,05;TM Pemupukan Mekanis;0.682;111.739
26.02.2026;SKNE;SKNE1O-29;PUPUK MURIATE OF POTASH/MOP/KCL;900;0,23;TM Pemupukan Mekanis;0.683;111.740
26.02.2026;SKNE;SKNE1O-30;PUPUK MURIATE OF POTASH/MOP/KCL;1800;0,46;TM Pemupukan Mekanis;0.683;111.740
26.02.2026;SKNE;SKNE1O-31;PUPUK MURIATE OF POTASH/MOP/KCL;450;0,25;TM Pemupukan Mekanis;0.683;111.741
27.02.2026;SKNE;SKNE1M-52;PUPUK MURIATE OF POTASH/MOP/KCL;2150;1,65;TM Tabur pupuk kelapa sawit;0.683;111.741
27.02.2026;SKNE;SKNE1M-54;PUPUK MURIATE OF POTASH/MOP/KCL;300;0,29;TM Tabur pupuk kelapa sawit;0.683;111.741
27.02.2026;SKNE;SKNE1N-26;PUPUK MURIATE OF POTASH/MOP/KCL;2300;1,67;TM Tabur pupuk kelapa sawit;0.683;111.741
27.02.2026;SKNE;SKNE1N-27;PUPUK MURIATE OF POTASH/MOP/KCL;550;0,42;TM Tabur pupuk kelapa sawit;0.683;111.741
12.02.2026;SSWE;SSWE4R-63;PUPUK ZINC SULFATE ZNSO4;28;0,11;TM Tabur pupuk kelapa sawit;0.684;111.741
07.02.2026;SSWE;SSWE5S-68;PUPUK COPPER SULFATE CUSO4;31;0,13;TM Tabur pupuk kelapa sawit;0.683;111.740
18.02.2026;SSWE;SSWE5S-69;PUPUK HGFB;35;0;TM Tabur pupuk kelapa sawit;0.683;111.740
05.02.2026;SSWE;SSWE1Y-63;PUPUK COPPER SULFATE CUSO4;50;0;TM Tabur pupuk kelapa sawit;0.683;111.741
10.02.2026;SSWE;SSWE5Q-72;PUPUK COPPER SULFATE CUSO4;50;0;TM Tabur pupuk kelapa sawit;0.683;111.741
21.02.2026;SSWE;SSWE5Q-69;PUPUK HGFB;52;0,23;TM Tabur pupuk kelapa sawit;0.683;111.741
25.02.2026;SSWE;SSWE5R-72;PUPUK HGFB;55;0;TM Tabur pupuk kelapa sawit;0.682;111.741
11.02.2026;SSWE;SSWE5Y-67;PUPUK COPPER SULFATE CUSO4;60;0;TM Tabur pupuk kelapa sawit;0.683;111.739
09.02.2026;SSWE;SSWE5R-72;PUPUK COPPER SULFATE CUSO4;61;2,23;TM Tabur pupuk kelapa sawit;0.682;111.741
25.02.2026;SSWE;SSWE5T-67;PUPUK HGFB;61;0;TM Tabur pupuk kelapa sawit;0.682;111.741
24.02.2026;SSWE;SSWE5R-69;PUPUK HGFB;73;0;TM Tabur pupuk kelapa sawit;0.682;111.741
09.02.2026;SSWE;SSWE1K-55;PUPUK COPPER SULFATE CUSO4;75;3;TM Tabur pupuk kelapa sawit;0.682;111.741
24.02.2026;SSWE;SSWE1J-57;PUPUK ZINC SULFATE ZNSO4;75;0;TM Tabur pupuk kelapa sawit;0.683;111.741
07.02.2026;SSWE;SSWE5Z-67;PUPUK COPPER SULFATE CUSO4;78;1,28;TM Tabur pupuk kelapa sawit;0.683;111.741
11.02.2026;SSWE;SSWE5Q-69;PUPUK COPPER SULFATE CUSO4;79;3;TM Tabur pupuk kelapa sawit;0.683;111.741
12.02.2026;SSWE;SSWE4P-60;PUPUK HGFB;80;1,46;TM Tabur pupuk kelapa sawit;0.683;111.742
25.02.2026;SSWE;SSWE5Q-69;PUPUK HGFB;80;0;TM Tabur pupuk kelapa sawit;0.684;111.742
24.02.2026;SSWE;SSWE5R-69;PUPUK HGFB;85;2,22;TM Tabur pupuk kelapa sawit;0.684;111.742
11.02.2026;SSWE;SSWE5Y-68;PUPUK COPPER SULFATE CUSO4;86;3;TM Tabur pupuk kelapa sawit;0.682;111.739
07.02.2026;SSWE;SSWE5S-67;PUPUK COPPER SULFATE CUSO4;87;2,37;TM Tabur pupuk kelapa sawit;0.684;111.742
10.02.2026;SSWE;SSWE5Q-74;PUPUK COPPER SULFATE CUSO4;89;2,45;TM Tabur pupuk kelapa sawit;0.684;111.743
11.02.2026;SSWE;SSWE5Q-70;PUPUK COPPER SULFATE CUSO4;93;3;TM Tabur pupuk kelapa sawit;0.684;111.743
12.02.2026;SSWE;SSWE4P-61;PUPUK HGFB;95;1,96;TM Tabur pupuk kelapa sawit;0.685;111.743
07.02.2026;SSWE;SSWE5R-67;PUPUK COPPER SULFATE CUSO4;100;2;TM Tabur pupuk kelapa sawit;0.685;111.743
09.02.2026;SSWE;SSWE5S-67;PUPUK COPPER SULFATE CUSO4;100;0;TM Tabur pupuk kelapa sawit;0.685;111.744
12.02.2026;SSWE;SSWE2M-56;PUPUK COPPER SULFATE CUSO4;100;4;TM Tabur pupuk kelapa sawit;0.685;111.744
12.02.2026;SSWE;SSWE2M-57;PUPUK COPPER SULFATE CUSO4;100;2;TM Tabur pupuk kelapa sawit;0.684;111.743
12.02.2026;SSWE;SSWE1K-59;PUPUK COPPER SULFATE CUSO4;100;0;TM Tabur pupuk kelapa sawit;0.684;111.743
12.02.2026;SSWE;SSWE1H-55;PUPUK ZINC SULFATE ZNSO4;100;0;TM Tabur pupuk kelapa sawit;0.684;111.743
24.02.2026;SSWE;SSWE1K-59;PUPUK ZINC SULFATE ZNSO4;100;0;TM Tabur pupuk kelapa sawit;0.682;111.738
26.02.2026;SSWE;SSWE5Q-71;PUPUK HGFB;100;0;TM Tabur pupuk kelapa sawit;0.685;111.743
10.02.2026;SSWE;SSWE5R-73;PUPUK COPPER SULFATE CUSO4;102;3;TM Tabur pupuk kelapa sawit;0.684;111.744
07.02.2026;SSWE;SSWE5Z-68;PUPUK COPPER SULFATE CUSO4;103;1,84;TM Tabur pupuk kelapa sawit;0.684;111.743
09.02.2026;SSWE;SSWE5R-69;PUPUK COPPER SULFATE CUSO4;106;2,36;TM Tabur pupuk kelapa sawit;0.684;111.743
10.02.2026;SSWE;SSWE5Q-72;PUPUK COPPER SULFATE CUSO4;106;3;TM Tabur pupuk kelapa sawit;0.684;111.743
19.02.2026;SSWE;SSWE5S-71;PUPUK HGFB;107;4;TM Tabur pupuk kelapa sawit;0.684;111.743
10.02.2026;SSWE;SSWE5Q-73;PUPUK COPPER SULFATE CUSO4;109;3,55;TM Tabur pupuk kelapa sawit;0.683;111.743
07.02.2026;SSWE;SSWE5R-72;PUPUK COPPER SULFATE CUSO4;110;0;TM Tabur pupuk kelapa sawit;0.684;111.743
21.02.2026;SSWE;SSWE5Y-67;PUPUK HGFB;120;3;TM Tabur pupuk kelapa sawit;0.683;111.744
26.02.2026;SSWE;SSWE5Q-71;PUPUK HGFB;123;2,28;TM Tabur pupuk kelapa sawit;0.683;111.744
09.02.2026;SSWE;SSWE2L-52;PUPUK COPPER SULFATE CUSO4;125;1;TM Tabur pupuk kelapa sawit;0.682;111.738
18.02.2026;SSWE;SSWE1I-60;PUPUK ZINC SULFATE ZNSO4;125;0;TM Tabur pupuk kelapa sawit;0.683;111.744
19.02.2026;SSWE;SSWE1I-55;PUPUK ZINC SULFATE ZNSO4;125;3;TM Tabur pupuk kelapa sawit;0.683;111.744
05.02.2026;SSWE;SSWE3M-67;PUPUK KIESERITE GRANULAR;130;0;TM Tabur pupuk kelapa sawit;0.685;111.743
05.02.2026;SSWE;SSWE3M-67;UREA GRANULAR;130;0;TM Tabur pupuk kelapa sawit;0.684;111.744
11.02.2026;SSWE;SSWE5Q-71;PUPUK COPPER SULFATE CUSO4;134;4;TM Tabur pupuk kelapa sawit;0.684;111.744
12.02.2026;SSWE;SSWE4P-62;PUPUK HGFB;137;2,59;TM Tabur pupuk kelapa sawit;0.684;111.744
23.02.2026;SSWE;SSWE5Z-67;PUPUK HGFB;138;2,43;TM Tabur pupuk kelapa sawit;0.684;111.744
23.02.2026;SSWE;SSWE5R-68;PUPUK HGFB;144;2,51;TM Tabur pupuk kelapa sawit;0.685;111.744
21.02.2026;SSWE;SSWE5Y-68;PUPUK HGFB;147;4,77;TM Tabur pupuk kelapa sawit;0.685;111.744
05.02.2026;SSWE;SSWE1Y-62;PUPUK COPPER SULFATE CUSO4;150;0;TM Tabur pupuk kelapa sawit;0.685;111.744
05.02.2026;SSWE;SSWE1K-14;PUPUK COPPER SULFATE CUSO4;150;0;TM Tabur pupuk kelapa sawit;0.682;111.738
08.02.2026;SSWE;SSWE2L-56;PUPUK COPPER SULFATE CUSO4;150;3;TM Tabur pupuk kelapa sawit;0.685;111.744
08.02.2026;SSWE;SSWE2L-58;PUPUK COPPER SULFATE CUSO4;150;3;TM Tabur pupuk kelapa sawit;0.685;111.744
12.02.2026;SSWE;SSWE2L-10;PUPUK COPPER SULFATE CUSO4;150;0;TM Tabur pupuk kelapa sawit;0.684;111.744
12.02.2026;SSWE;SSWE2L-62;PUPUK COPPER SULFATE CUSO4;150;0;TM Tabur pupuk kelapa sawit;0.684;111.744
13.02.2026;SSWE;SSWE4Y-65;PUPUK KIESERITE GRANULAR;150;1;TM Tabur pupuk kelapa sawit;0.684;111.744
24.02.2026;SSWE;SSWE1J-59;PUPUK ZINC SULFATE ZNSO4;150;0;TM Tabur pupuk kelapa sawit;0.684;111.744
23.02.2026;SSWE;SSWE5R-68;PUPUK HGFB;152;0;TM Tabur pupuk kelapa sawit;0.684;111.744
23.02.2026;SSWE;SSWE5R-67;PUPUK HGFB;153;2,07;TM Tabur pupuk kelapa sawit;0.684;111.744
25.02.2026;SSWE;SSWE5R-73;PUPUK HGFB;153;1,96;TM Tabur pupuk kelapa sawit;0.683;111.744
26.02.2026;SSWE;SSWE5Q-70;PUPUK HGFB;161;0;TM Tabur pupuk kelapa sawit;0.683;111.744
12.02.2026;SSWE;SSWE4R-63;PUPUK ZINC SULFATE ZNSO4;166;0;TM Tabur pupuk kelapa sawit;0.678;111.723
11.02.2026;SSWE;SSWE5S-68;PUPUK COPPER SULFATE CUSO4;168;0;TM Tabur pupuk kelapa sawit;0.675;111.724
05.02.2026;SSWE;SSWE1K-63;PUPUK COPPER SULFATE CUSO4;175;3;TM Tabur pupuk kelapa sawit;0.675;111.723
08.02.2026;SSWE;SSWE2L-59;PUPUK COPPER SULFATE CUSO4;175;3;TM Tabur pupuk kelapa sawit;0.675;111.723
09.02.2026;SSWE;SSWE2L-55;PUPUK COPPER SULFATE CUSO4;175;5;TM Tabur pupuk kelapa sawit;0.675;111.723
12.02.2026;SSWE;SSWE1K-60;PUPUK COPPER SULFATE CUSO4;175;0;TM Tabur pupuk kelapa sawit;0.675;111.723
24.02.2026;SSWE;SSWE1K-60;PUPUK ZINC SULFATE ZNSO4;175;0;TM Tabur pupuk kelapa sawit;0.674;111.722
25.02.2026;SSWE;SSWE5Q-74;PUPUK HGFB;177;3,46;TM Tabur pupuk kelapa sawit;0.674;111.722
23.02.2026;SSWE;SSWE5Z-68;PUPUK HGFB;181;2,99;TM Tabur pupuk kelapa sawit;0.674;111.722
09.02.2026;SSWE;SSWE5R-71;PUPUK COPPER SULFATE CUSO4;185;4,27;TM Tabur pupuk kelapa sawit;0.674;111.722
09.02.2026;SSWE;SSWE5R-70;PUPUK COPPER SULFATE CUSO4;188;3,14;TM Tabur pupuk kelapa sawit;0.674;111.722
07.02.2026;SSWE;SSWE5R-68;PUPUK COPPER SULFATE CUSO4;197;4,38;TM Tabur pupuk kelapa sawit;0.674;111.722
19.02.2026;SSWE;SSWE5S-70;PUPUK HGFB;198;8;TM Tabur pupuk kelapa sawit;0.675;111.724
05.02.2026;SSWE;SSWE3M-68;PUPUK KIESERITE GRANULAR;200;2;TM Tabur pupuk kelapa sawit;0.675;111.722
05.02.2026;SSWE;SSWE3L-65;PUPUK KIESERITE GRANULAR;200;0;TM Tabur pupuk kelapa sawit;0.675;111.722
05.02.2026;SSWE;SSWE3L-65;UREA GRANULAR;200;0;TM Tabur pupuk kelapa sawit;0.675;111.723
05.02.2026;SSWE;SSWE1K-61;PUPUK COPPER SULFATE CUSO4;200;4;TM Tabur pupuk kelapa sawit;0.675;111.723
05.02.2026;SSWE;SSWE1K-62;PUPUK COPPER SULFATE CUSO4;200;2;TM Tabur pupuk kelapa sawit;0.675;111.723
05.02.2026;SSWE;SSWE1J-61;PUPUK COPPER SULFATE CUSO4;200;0;TM Tabur pupuk kelapa sawit;0.675;111.723
10.02.2026;SSWE;SSWE2M-62;PUPUK COPPER SULFATE CUSO4;200;3;TM Tabur pupuk kelapa sawit;0.675;111.723
10.02.2026;SSWE;SSWE2M-63;PUPUK COPPER SULFATE CUSO4;200;3;TM Tabur pupuk kelapa sawit;0.676;111.723
11.02.2026;SSWE;SSWE2M-60;PUPUK COPPER SULFATE CUSO4;200;4;TM Tabur pupuk kelapa sawit;0.674;111.722
11.02.2026;SSWE;SSWE2M-59;PUPUK COPPER SULFATE CUSO4;200;2;TM Tabur pupuk kelapa sawit;0.674;111.721
11.02.2026;SSWE;SSWE2M-58;PUPUK COPPER SULFATE CUSO4;200;3;TM Tabur pupuk kelapa sawit;0.675;111.724
12.02.2026;SSWE;SSWE2N-60;PUPUK COPPER SULFATE CUSO4;200;3;TM Tabur pupuk kelapa sawit;0.673;111.721
12.02.2026;SSWE;SSWE1H-56;PUPUK ZINC SULFATE ZNSO4;200;0;TM Tabur pupuk kelapa sawit;0.673;111.721
12.02.2026;SSWE;SSWE2L-61;PUPUK COPPER SULFATE CUSO4;200;0;TM Tabur pupuk kelapa sawit;0.673;111.721
12.02.2026;SSWE;SSWE2L-63;PUPUK COPPER SULFATE CUSO4;200;0;TM Tabur pupuk kelapa sawit;0.673;111.720
18.02.2026;SSWE;SSWE1I-57;PUPUK ZINC SULFATE ZNSO4;200;3;TM Tabur pupuk kelapa sawit;0.673;111.720
18.02.2026;SSWE;SSWE1I-58;PUPUK ZINC SULFATE ZNSO4;200;3;TM Tabur pupuk kelapa sawit;0.673;111.721
18.02.2026;SSWE;SSWE1I-59;PUPUK ZINC SULFATE ZNSO4;200;3;TM Tabur pupuk kelapa sawit;0.672;111.720
19.02.2026;SSWE;SSWE1I-56;PUPUK ZINC SULFATE ZNSO4;200;3;TM Tabur pupuk kelapa sawit;0.672;111.720
19.02.2026;SSWE;SSWE1J-55;PUPUK ZINC SULFATE ZNSO4;200;3;TM Tabur pupuk kelapa sawit;0.671;111.720
24.02.2026;SSWE;SSWE1J-60;PUPUK ZINC SULFATE ZNSO4;200;0;TM Tabur pupuk kelapa sawit;0.675;111.724
24.02.2026;SSWE;SSWE1J-61;PUPUK ZINC SULFATE ZNSO4;200;0;TM Tabur pupuk kelapa sawit;0.671;111.720
24.02.2026;SSWE;SSWE1J-58;PUPUK ZINC SULFATE ZNSO4;200;0;TM Tabur pupuk kelapa sawit;0.671;111.720
25.02.2026;SSWE;SSWE5R-72;PUPUK HGFB;200;6,58;TM Tabur pupuk kelapa sawit;0.671;111.720
26.02.2026;SSWE;SSWE5Q-73;PUPUK HGFB;201;4;TM Tabur pupuk kelapa sawit;0.671;111.720
